発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)		売却側企業 EBITDA
07/19/2000	Ziff Davis Inc/Old	CNET Networks Inc		2104.17	Completed					49.52	2.33814	56.7231	413.662	132.634	2.81579	75.4529	692.416			N.A.	3549162Q US	2705	Internet	1921610D US	1060	Media											
02/20/2007	UDトラックス	ﾎﾞﾙﾎﾞ		2037.12	Completed					7061.94	11.5206	24.5842	41831.4	216.096	2.60315	19.4601	4209.74			N.A.	VOLVB SS	93072	Machinery-Diversified	7210 JP	3200	Auto Manufacturers						17.056	15.235				
11/29/1999	アクサ生命	ｱｸｻ		1954.65	Completed						6.49134		145109		6.60622		7486.15			N.A.	CS FP	114625	Insurance	ANIHZ JP	9045	Insurance						2.949	2.838				
08/17/2020	ニチイ学館	Baring Private Equity Asia Ltd		1791.15	Withdrawn									166.33	3.29505	19.0105	2748.76			N.A.	BPEALZ HK	38	Private Equity	9792 JP	37185	Commercial Services											
12/20/2007	Kashagan Oil Project	ｶｽﾞﾑﾅｲｶﾞｽ･ﾅｼｮﾅﾙ	"Mobil Corp,ﾄﾀﾙｴﾅｼﾞｰｽﾞ,ｲﾀﾘｱ炭化水素公社,カザフスタン共和国,ﾛｲﾔﾙ･ﾀﾞｯﾁ･ｼｪﾙ,INPEX"	1780	Completed					1938.48	8.16892		12814							Oil&Gas	KMGZ KZ		Oil&Gas			Oil&Gas		5521.01									
11/23/2016	Skyscanner Holdings Ltd	携程旅行網[ﾄﾘｯﾌﾟﾄﾞｯﾄｺﾑｸﾞﾙｰﾌﾟ]	"ｶｻﾞﾅ･ﾅｼｮﾅﾙ,Zホールディングス,Baillie Gifford & Co,Artemis Advisors LLC,Scottish Equity Partners Ltd (ﾌｧﾝﾄﾞ: Scottish Equity Partners III),Vitruvian Partners LLP (ﾌｧﾝﾄﾞ: Vitruvian Investment Partnership II LP),Sequoia Capital Operations LLC (ﾌｧﾝﾄﾞ: Sequoia Capital Global Growth Fund LP)"	1744.82	Completed						1.53251	79.4555	3085.67							"Internet, Diversified Finan Serv, Private Equity"	TCOM US	33400	Internet	1056314D LN		Software						7.488	1.55				
02/20/2017	Valepar S/A	ヴァーレ	"三井物産,BNDESﾊﾟﾙﾁｼﾊﾟｿｴｽ,ブラデスパル,Litel Participacoes SA"	1732.35	Completed					27229	43.9705	61.68	54670.3							"Distribution/Wholesale, Banks, Investment Companies"	VALE3 BZ	74316	Iron/Steel	177615Z BZ		Investment Companies						18.768	27.342				
09/27/2013	PHC	KKR	パナソニック	1677.34	Completed	6470.16	5.24915	29.8506	66680.3		67.2246		25464.7	136.336	-0.419807	4.69066	3213.18	6752 JP	240202	Home Furnishings	KKR US	1583	Private Equity	6783 JP	2997	Healthcare-Products				118.303	104.521	3.919	3.623				5630.86
11/17/1997	Capita Corp	CIT Financial Ltd	野村ホールディングス	1649.04	Completed	3799.31	8.44581		14167.3	403.072	31.1785		1064.4				1843.53	8604 JP	26647	Diversified Finan Serv	NCT CN	5500	Diversified Finan Serv	2080Q US		Diversified Finan Serv				80.307	75.959						5229.81
07/02/2020	Velodyne Lidar USA Inc	Velodyne Lidar Inc	"ﾌｫｰﾄﾞ･ﾓｰﾀｰ,ニコン,百度[ﾊﾞｲﾄﾞｩ]"	1617	Completed					-234.608	-300.084	7.09021	81.267							"Internet, Auto Manufacturers, Miscellaneous Manufactur"	VLDR US	309	Holding Companies-Divers	0631517D US	100	Electrical Compo&Equip						-0.517	-0.599				
11/20/2014	Residential real estate business/Japan	ﾌﾞﾗｯｸｽﾄｰﾝ	ｾﾞﾈﾗﾙ･ｴﾚｸﾄﾘｯｸ(GE)	1608.94	Completed	3807	-1.55195	19.8249	76742	14069	80.1148		17252					GE US	174000	Miscellaneous Manufactur	BX US	3165	Private Equity			Real Estate				4.138	2.055	4.449	3.774				1660
06/25/2018	ｱｯﾌﾟﾈｸｻｽ	AT&T	"ﾏｲｸﾛｿﾌﾄ,WPP,Zホールディングス,TCMI Inc (ﾌｧﾝﾄﾞ: Technology Crossover Ventures VII LP),Khosla Ventures LLC (ﾌｧﾝﾄﾞ: Khosla Ventures II),Tribeca Venture Partners LLC (ﾌｧﾝﾄﾞ: Tribeca Venture Fund II LP),Kodiak Venture Partners LP (ﾌｧﾝﾄﾞ: Kodiak Venture Partners III LP),Venrock Associates (ﾌｧﾝﾄﾞ: Venrock Associates V LP),ﾆｭｰｽﾞ･ｺｰﾎﾟﾚｰｼｮﾝ,First Round Capital (ﾌｧﾝﾄﾞ: First Round Capital II LP)"	1600	Completed					37855	3.5889	51.7456	176015							"Advertising, Internet, Media, Private Equity, Software"	T US	226840	Telecommunications	30690Z US		Advertising						3.213	3.283				
12/19/2011	物流不動産ポートフォリオ	複数買収者	ｼﾞｮｰﾝｽﾞﾗﾝｸﾞﾗｻｰﾙ	1572.6	Completed	1010.7	4.54435		17355.6									JLL US	92000	Real Estate			"Investment Companies, Real Estate"			REITS				16.773	15.887						972.8
05/08/2020	ニチイ学館	ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ		1568.9	Completed									166.33	3.29505	19.0105	2748.76			N.A.	6821Z US	31500	"Diversified Finan Serv, Private Equity"	9792 JP	37185	Commercial Services											
06/26/2017	TKJP	複数買収者		1566.84	Completed									555.934	5.88016	17.6766	6128.73			N.A.			"Auto Parts&Equipment, Country Funds-Closed-end, Investment Companies, Private Equity"	7312 JP	45792	Auto Parts&Equipment											
07/25/2000	Spring Tide Networks Inc	ﾉｷｱ･ｵﾌﾞ･ｱﾒﾘｶ	"住友商事,North Bridge Venture Partners LP (ﾌｧﾝﾄﾞ: North Bridge Venture Partners III LP),Matrix Partners Management Services LP (ﾌｧﾝﾄﾞ: Matrix Partners V LP),Global Crossing Ventures Inc,Oak Management Corp/California (ﾌｧﾝﾄﾞ: Oak Investment Partners IX LP),Meritech Capital Partners LP (ﾌｧﾝﾄﾞ: Meritech Capital Partners LP/Fund)"	1549.74	Completed					1229	7.78763	42.4625	8796							"Telecommunications, Distribution/Wholesale, Private Equity"	1837572D US	62311	Telecommunications	21641Z US		Telecommunications											
09/28/2015	ユー・エス・ジェイ	ｺﾑｷｬｽﾄ	"プライベート･インベスター,ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ (ﾌｧﾝﾄﾞ: GS Capital Partners VI LP),MBKﾊﾟｰﾄﾅｰｽﾞ (ﾌｧﾝﾄﾞ: MBK Partners II Inc)"	1527.55	Completed					31857	17.0106	66.8064	108991							"Banks, Investment Companies, Private Equity"	CMCSA US	168000	Media	7817393Z JP		Investment Companies						3.751	3.091				
02/03/2021	Personal care business & assets/Shiseido Co Ltd	CVC Advisers Ltd	資生堂	1523.66	Completed	1030.71	4.097	74.0255	9493.61	10.0471	6.6899	6.6899	100.812					4911 JP	39035	Cosmetics/Personal Care	2270Z LN	150	Private Equity			Cosmetics/Personal Care				155.986	120.991						772.198
09/30/2016	あきんどスシロー	MBKﾊﾟｰﾄﾅｰｽﾞ	ﾍﾟﾙﾐﾗ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	1500	Withdrawn									79.965	3.14766	50.3694	915.428	727032Z LN		Investment Companies	MBKPTS KS		Private Equity	2781 JP		Retail											
07/13/2021	Personal care business/Shiseido Co Ltd	CVC Advisers Ltd	資生堂	1500	Completed	1030.71	4.097	74.0255	9493.61	10.0471	6.6899	6.6899	100.812					4911 JP	39035	Cosmetics/Personal Care	2270Z LN	150	Private Equity			Cosmetics/Personal Care				155.986	120.991						772.198
10/30/2018	"River Re Ltd,RenaissanceRe Europe AG"	ﾙﾈｻﾝｽﾘｰ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	東京海上ホールディングス	1470	Completed		6.61891		51724.8		10.5942		5066.8					8766 JP	43257	Insurance	RNR US	604	Insurance			Insurance				501.949	467.938	17.004	7.169				
10/25/2007	Mexican Power & Gas Assets	ﾅﾄｩﾙｼﾞｰ･ｴﾅｼﾞｰ･ｸﾞﾙｰﾌﾟ	"三菱電機,フランス電力"	1448	Completed					3880.65	3.02026	32.3245	18722.1							"Electrical Compo&Equip, Electric"	NTGY SM	8006	Gas			Gas		5945				1.279	1.248				
01/31/2003	ファーストクレジット	ﾛｰﾝ･ｽﾀｰ･ｸﾞﾛｰﾊﾞﾙ･ｱｸｲｼﾞｯｼｮﾝｽﾞ		1369.53	Completed									49.1181	37.6471		72.1701			N.A.	71194Z US	1200	Private Equity	8580 JP	248	Diversified Finan Serv											
10/23/2000	ジブラルタ生命保険	ﾌﾟﾙﾃﾞﾝｼｬﾙ･ﾌｧｲﾅﾝｼｬﾙ		1366.57	Completed						16.8597		63370		11.7801		17044.3			N.A.	PRU US	41671	Insurance	KLICZ JP		Insurance						12.828	13.397				
10/26/2018	クラリオン	ﾌｫﾙｼｱ		1366.31	Completed					2290.22	4.22784	12.891	19257.7	102.265	0.804055	15.5537	1460.12			N.A.	EO FP	104739	Auto Parts&Equipment	6796 JP	6596	Home Furnishings						5.534	3.397		39		
01/09/2003	ＭＳＤ	ﾒﾙｸ		1366.02	Completed					8869	11.3148	67.481	48547							N.A.	MRK US	74000	Pharmaceuticals	4515 JP		Pharmaceuticals						6.462	5.55				
12/17/2004	Mitsubishi HQ building	ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰ		1341.19	Completed					23730	31.017		57475							N.A.	MS US	71826	Diversified Finan Serv			Real Estate						7.262	7.347				
04/28/1988	Pneumo Abex Corp	PA Holdings Corp	IC Industries	1300	Completed													ICX NA		N.A.	5271Z US		N.A.	0797451D US		N.A.											
12/23/2008	"Unnamed Target,土地及び建物"	シンガポール政府投資公社	Prologis	1300	Completed	-197.199	-54.3974		1012.36									8394653Q US	1100	REITS	GIC SP		Investment Companies			Real Estate				0.025	-0.136						-237.284
02/13/2017	Hnk Br Holding Sa	ハイネケン	キリンホールディングス	1298.44	Completed	1664.23	5.17636	44.4944	17292.6	5577.02	11.7664		24433.9					2503 JP	31151	Beverages	HEIA NA	80000	Beverages	1481542D BZ		Beverages		16227.4		147.801	113.728	4.109	3.342				1733.73
08/05/2021	Vividion Therapeutics Inc	ﾊﾞｲｴﾙ	"ﾃｨｰ･ﾛｳ･ﾌﾟﾗｲｽ･ｸﾞﾙｰﾌﾟ,Nextech Invest Ltd,BVF Partners LP,Driehaus Capital Management LLC,Boxer Capital LLC,Avoro Capital Advisors LLC,ARCH Venture Partners LP (ﾌｧﾝﾄﾞ: Arch Venture Fund VIII LP),Acuta Capital Partners LLC,Versant Venture Management LLC (ﾌｧﾝﾄﾞ: Versant Venture Capital VI LP),Mubadala Capital,ﾌﾞﾗｯｸﾛｯｸ (ﾌｧﾝﾄﾞ: BlackRock Long-Term Private Capital SCSp),Casdin Capital LLC (ﾌｧﾝﾄﾞ: Casdin Venture Opportunities Fund LP),Woodline Partners LP,ソフトバンクグループ (ﾌｧﾝﾄﾞ: SoftBank Vision Fund II),Logos Global Management GP LLC (ﾌｧﾝﾄﾞ: Logos Opportunities Fund I LP),RA Capital Management LLC (ﾌｧﾝﾄﾞ: RA Capital Nexus Fund II LP),Surveyor Capital"	1297.63	Pending					-3316.39	-16.9901	52.7193	49725.6	-21.699	-80.0163		34.393			"Diversified Finan Serv, Investment Companies, Private Equity"	BAYN GR	99439	Pharmaceuticals	VVID US		Biotechnology						6.65	6.081				
11/29/2016	アコーディア・ゴルフ	MBKﾊﾟｰﾄﾅｰｽﾞ		1286.26	Completed									101.42	13.7336	23.1813	441.516			N.A.	MBKPTS KS		Private Equity	2131 JP	2922	Leisure Time									66.99		
05/19/2010	"日本ベリサイン,Identity and Authentication business"	ﾉｰﾄﾝﾗｲﾌﾛｯｸ	ﾍﾞﾘｻｲﾝ	1280	Completed	881.631	64.6337	85.6133	1291.19	1220	40.5261	85.589	2623					VRSN US	908	Internet	NLOK US	2808	Internet			Internet				6.44	5.44	1.984	1.714				870.553
10/04/2019	Portfolio of 82 assets/Japan	Allianz Real Estate GmbH	ﾌﾞﾗｯｸｽﾄｰﾝ	1208.24	Pending	14069	80.1148		17252		15.5168	99.2717	154.503					BX US	3165	Private Equity	0321890D GR		Private Equity			REITS				4.449	3.774						2887.93
02/24/2021	ﾘﾆｭｰ･ﾊﾟﾜｰ	ReNew Energy Global PLC	"ﾋﾟﾗﾏﾙ･ｴﾝﾀｰﾌﾟﾗｲｾﾞｽﾞ,カナダ年金投資委員会,ｱﾌﾞﾀﾞﾋﾞ投資庁,プライベート･インベスター,GEF Management Corp (ﾌｧﾝﾄﾞ: South Asia Clean Energy Fund),ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ (ﾌｧﾝﾄﾞ: West Street Energy Partners LP),アジア開発銀行 (ﾌｧﾝﾄﾞ: Asia Climate Partners LP),ＪＥＲＡ"	1200	Completed									627.35	55.704		750.864			"Commercial Services, Diversified Finan Serv, Investment Companies, Private Equity, Electric"	RNW US		Electric	1046710D IN		Energy-Alternate Sources											
10/02/2017	ADKマーケティング・ソリューションズ	ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ		1189.33	Completed									81.7962	2.02352	15.3762	3147.08			N.A.	6821Z US	31500	Private Equity	9747 JP		Advertising											
03/13/2008	新生銀行本店ビル	ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰ	新生銀行	1167.16	Completed		20.2698		2516.61	23730	31.017		57475					8303 JP	5605	Banks	MS US	71826	Diversified Finan Serv			Real Estate				227.322	202.898	7.262	7.347				
06/29/2016	双龍ｾﾒﾝﾄ[ｻﾝﾖﾝｾﾒﾝﾄ]	Hahn & Co	太平洋セメント	1164.85	Completed	1119.36	8.08137	23.5535	7729.62					385.459	15.8021	27.1824	1343.59	5233 JP	12586	Building Materials	0538216D KS		"Investment Companies, Private Equity"	003410 KS		Building Materials				360.767	337.611			390.513	356.713		1097.51
02/02/2006	Universal Studios Holding I Corp	ﾋﾞﾍﾞﾝﾃﾞｨ	パナソニック	1154	Completed	6470.16	5.24915	29.8506	66680.3	3114.78	10.6304	45.4317	19963.9					6752 JP	240202	Home Furnishings	VIV FP	42800	Media	685444Z US		Entertainment				118.303	104.521	0.925	1.018				5630.86
06/03/2021	Bristol Water PLC	ペノン･グループ	"伊藤忠商事,iCON Infrastructure LLP (ﾌｧﾝﾄﾞ: iCON Infrastructure Partners III LP)"	1147.66	Completed					405.294	30.5079		816.475	73.1377	26.8489		158.784			"Distribution/Wholesale, Investment Companies"	PNN LN	1987	Water	2347171Z LN		Water		792.796				0.612	0.509				
10/23/2018	ドクターシーラボ	ｼﾞｮﾝｿﾝ･ｴﾝﾄﾞ･ｼﾞｮﾝｿﾝ(J&J)		1143.36	Completed					30927	25.4984	66.9963	89190	66.2691	11.2216	73.9123	448.183			N.A.	JNJ US	134500	Pharmaceuticals	4924 JP	1548	Cosmetics/Personal Care						10.424	9.666				
10/30/2008	旭テック	RHJｲﾝﾀｰﾅｼｮﾅﾙ		1139.67	Completed					74.452	-7.70822		639.758	89.6418	4.2549	12.0498	1024.65			N.A.	BHFKB BB	1751	Investment Companies	5606 JP	3964	Auto Parts&Equipment						0.3	0.09				
10/29/2018	European OTC assets/Takeda Pharmaceutical Co Ltd	Potential Buyer	武田薬品工業	1138.8	Withdrawn	10816.1	17.6513	70.1846	31423.3									4502 JP	47099	Pharmaceuticals			Investment Companies			Pharmaceuticals				430.074	411.46						10083.4
04/07/2009	ﾆｭｰｼﾃｨ･ﾚｼﾞﾃﾞﾝｽ投資法人	ﾛｰﾝ･ｽﾀｰ･ｸﾞﾛｰﾊﾞﾙ･ｱｸｲｼﾞｯｼｮﾝｽﾞ		1119.05	Terminated									75.3829	49.4593		114.175			N.A.	71194Z US	1200	Private Equity	8965 JP		REITS											
11/15/2009	ベルシステム２４/旧	ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ	"シティグループ,Investor Group"	1116.35	Completed									177.195	11.8842	24.5981	1153.19			"Commercial Services, Banks"	6821Z US	31500	Private Equity	9614 JP	2068	Commercial Services											
08/07/2013	ｲﾝﾀﾞｽﾄﾘｱﾙ･ﾃﾞｨﾍﾟﾛﾌﾟﾒﾝﾄ･ｲﾝﾀｰﾅｼｮﾅﾙ	ﾌﾞﾙｯｸﾌｨｰﾙﾄﾞ･ﾌﾟﾛﾊﾟﾃｨ･ﾊﾟｰﾄﾅｰｽﾞ	鹿島建設	1100	Completed	1264.47	5.99162	12.0693	18036	2884	39.5228		6538					1812 JP	18905	Engineering&Construction	BPY-U CN		Real Estate	0805896D US		Real Estate				187.781	175.694						1380.8
01/18/2013	米国本社ビル	複数買収者	ソニーグループ	1100	Completed	13957.5	10.8483	27.3408	87230.9									6758 JP	109700	Home Furnishings			"Investment Companies, Real Estate"			Real Estate				683.457	616.949						13481.1
03/28/2014	90か所 ゴルフコース	ｱｺｰﾃﾞｨｱ･ｺﾞﾙﾌ･ﾄﾗｽﾄ	アコーディア・ゴルフ	1086.05	Completed	101.42	13.7336	23.1813	441.516	77.6193	8.60853		471.023					2131 JP	2922	Leisure Time	AGT SP		Investment Companies			Leisure Time					66.99						96.226
03/23/2007	ＧＥ三洋クレジット	ｾﾞﾈﾗﾙ･ｴﾚｸﾄﾘｯｸ(GE)		1073.4	Completed					3807	-1.55195	19.8249	76742	1021.39	-24.7829		313.915			Private Equity	GE US	174000	Miscellaneous Manufactur	8565 JP	876	Diversified Finan Serv						4.138	2.055				
01/24/2013	LNRプロパティ	複数買収者	"ﾎﾞﾙﾈｰﾄﾞ･ﾘｱﾙﾃｨｰ･ﾄﾗｽﾄ,アイスター,あおぞら銀行,ｻｰﾍﾞﾗｽ･ｷｬﾋﾟﾀﾙ･ﾏﾈｼﾞﾒﾝﾄ (ﾌｧﾝﾄﾞ: Blackacre Institutional Partners LP),ｵｰｸﾂﾘｰ･ｷｬﾋﾟﾀﾙ･ｸﾞﾙｰﾌﾟ (ﾌｧﾝﾄﾞ: Oaktree Real Estate Opportunities Fund IV LP)"	1056	Completed									106.441	24.8142		329.843			"Banks, Investment Companies, REITS, Private Equity"			"REITS, Private Equity"	599864Q US	480	Real Estate											
12/02/2020	Portfolio of office commercial & residential build	ﾌﾞﾗｯｸｽﾄｰﾝ	ﾊﾟｼﾌｨｯｸ･ｱﾗｲｱﾝｽ･ｸﾞﾙｰﾌﾟ･ｱｾｯﾄ･ﾏﾈｼﾞﾒﾝﾄ	1052.53	Completed					14069	80.1148		17252					4531126Z KY		Diversified Finan Serv	BX US	3165	"Diversified Finan Serv, Private Equity"			REITS						4.449	3.774				
09/03/2019	68 properties/TA Realty	ﾌﾞﾗｯｸｽﾄｰﾝ	三菱地所	1040	Completed	3056.73	18.5071	26.0062	11811.2	14069	80.1148		17252					8802 JP	9982	Real Estate	BX US	3165	Private Equity			REITS				121.282	111.937	4.449	3.774				2985.8
03/01/2021	サンデンホールディングス	海信家電集団[ﾊｲｾﾝｽ･ﾎｰﾑ･ｱﾌﾟﾗｲｱﾝｽ･ｸﾞﾙｰﾌﾟ]		1013.39	Completed						5.58059	22.7376	9024.03	-141.517	-14.3881	4.92959	1516.65			N.A.	921 HK	39499	Home Furnishings	6444 JP	6246	Auto Parts&Equipment						1.39	0.94				
12/24/2008	プロンプト･ホールディングス	複数買収者		1003.41	Completed									84.1644	0.592698	19.3195	3179.43			N.A.			"Banks, Private Equity"	4723 JP	165	Commercial Services											
10/05/2016	ACR Capital Holdings Pte Ltd	Qianhai Financial Holdings Co Ltd	"丸紅,ﾃﾏｾｸ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,プライベート･インベスター"	1000	Withdrawn															"Distribution/Wholesale, Investment Companies"	1247314D CH		Diversified Finan Serv	2813347Z SP	106	Insurance											
03/21/2017	シナールマス生命	Potential Buyer	"ｼﾅﾙ･ﾏｽ･ﾏﾙﾃｨｱﾙｻ,MS&ADｲﾝｼｭｱﾗﾝｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ"	1000	Withdrawn															"Diversified Finan Serv, Insurance"			Investment Companies	8268831Z IJ		Insurance											
09/18/2019	日産トレーデイング	Potential Buyer	日産自動車	1000	Proposed	7189.46	0.907904	14.7666	81683.2									7201 JP	131461	Auto Manufacturers			Investment Companies	NISHQZ JP		Distribution/Wholesale				73.007	32.056						5274.18
01/29/2020	Film business/DuPont de Nemours Inc & Teijin Ltd	Potential Buyer	"帝人,ﾃﾞｭﾎﾟﾝ･ﾄﾞ･ﾇﾑｰﾙ"	1000	Proposed															"Chemicals, Textiles"			Investment Companies			Energy-Alternate Sources											
03/03/2020	ワウパカ・ファンドリー・インク	Potential Buyer	日立金属	1000	Proposed	95.5406	-4.62544	13.727	7830.48									5486 JP	28620	Iron/Steel			Investment Companies	0059512D US	4396	Iron/Steel				78.02	38.587						11.2631
07/27/2020	DS-1062/TROP2 Oncology Drugs	ｱｽﾄﾗｾﾞﾈｶ	第一三共	1000	Completed	1252.85	7.62319	65.5197	9295.19	8828	19.236	76.463	29528					4568 JP	16033	Pharmaceuticals	AZN LN	76100	Pharmaceuticals			Retail				41.793	30.223	6.871	5.29				1143.08
01/16/2008	MySQL AB	Oracle America Inc	"ｲﾝﾃﾙ,住友商事,ＳＡＰ,ﾚｯﾄﾞﾊｯﾄ,インデックスベンチャー (ﾌｧﾝﾄﾞ: Index Ventures II LP),ｲﾝｽﾃｨﾃｭｰｼｮﾅﾙ･ﾍﾞﾝﾁｬｰﾊﾟｰﾄﾅｰｽﾞ (ﾌｧﾝﾄﾞ: Institutional Venture Partners XI LP),Balderton Capital UK LLP (ﾌｧﾝﾄﾞ: Balderton Capital I LP),Inventure Oy (ﾌｧﾝﾄﾞ: Salta Oy)"	1000	Completed					46	-6.41002	42.0762	10702				0.625284			"Investment Companies, Private Equity, Semiconductors, Software"	1920486D US	29000	Computers	215394Z SS		Software											
04/24/2007	Finsider International Co Ltd	ベダンタ･リソーシズ	三井物産	981	Completed	4817.44	2.49709	9.73044	85908.6	3751	22.6241	27.4015	11722					8031 JP	44509	Distribution/Wholesale	VED LN	18590	Mining	957453Z LN		Holding Companies-Divers		8530		372.474	412.968						3928.51
11/05/2020	日本アジアグループ	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ		976.36	Terminated					3879.5	46.6826		7744	75.4876	2.73574	22.9727	872.048			N.A.	CG US	1825	Private Equity	3751 JP	4605	Environmental Control						3.522	3.268				
04/05/2017	Jasper Infotech Pvt Ltd	ﾌﾘｯﾌﾟｶｰﾄ･ｵﾝﾗｲﾝ･ｻｰﾋﾞｼｽﾞ	"ソフトバンクグループ,Nexus Venture Partners,Kalaari Capital Advisors Pvt Ltd,Unknown Seller"	970	Terminated															"Telecommunications, Private Equity"	8764174Z IN		Internet	3673145Z IN		Advertising											
09/01/2017	Canopius AG	ｾﾝﾀｰﾌﾞﾘｯｼﾞ･ﾊﾟｰﾄﾅｰｽﾞ	ＳＯＭＰＯホールディングス	952.4	Completed		6.22494		36098.2									8630 JP	48115	Insurance	804856Z US		Private Equity	1535218D JP		Insurance				498.488	436.463						
02/22/1999	Banca del Gottardo	スイス･ライフ･ホールディング	三井住友銀行	942	Completed		25.0522		25131.5		7.4761		23110.5		29.3785		555.014	8318 JP	58127	Banks	SLHN SW	9823	Insurance	GOT SW	1046	Banks						42.744	39.968				
12/26/2011	S-LCD Corp	ｻﾑｽﾝ電子	ソニーグループ	936.9	Completed	13957.5	10.8483	27.3408	87230.9	65829.9	16.8299	39.3028	227008					6758 JP	109700	Home Furnishings	005930 KS		Semiconductors	SLCDCZ KS	27	Electronics				683.457	616.949	6944.8	5967.73				13481.1
05/16/2011	武田テバファーマ	ﾃﾊﾞﾌｧｰﾏｽｰﾃｨｶﾙ･ｲﾝﾀﾞｽﾄﾘｰｽﾞ		934	Completed					-1463	-17.8878	46.8758	16324							N.A.	TEVA IT	39717	Pharmaceuticals	TPIZ JP		Pharmaceuticals						2.732	2.604				
