発表日,ﾀｰｹﾞｯﾄ会社名,買収側の社名,発表時ﾃﾞｨｰﾙ総額(百万),買収側企業 人件費,ﾀｰｹﾞｯﾄ企業 人件費,買収側企業 12ｶ月売上原価,ﾀｰｹﾞｯﾄ企業 12ｶ月売上原価,買収側企業 原材料,ﾀｰｹﾞｯﾄ企業 原材料,買収側企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 販管費･その他営業費用,買収側企業 SIC名,ﾀｰｹﾞｯﾄ企業 SIC名
2007-02-06,和光堂,ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,24.22,2036.78,,12601.2,138.661,525.963,,35.246,,,,GROCERIES
2007-02-06,ＬＰガス販売事業,丸紅,1.66,2916.88,,61513.6,,,,30.39,,,,
2007-02-08,天龍浜松ビル,マステック,6.61,,,,,,,,,,,
2007-02-08,エス･バイ･エル西宮ビル,ダイドーサービス,19.99,,,,,,,,,,REAL EST AGENT,
2007-02-08,三菱樹脂,三菱ケミカルホールディングス,282.8,5238.78,184.453,23887.5,2990.39,1590.71,138.283,23.29,,645.586,,PLASTIC FILM
2007-02-08,Galleher Corp,伊藤忠商事,33.8,5555.56,,87706.3,,491.809,,35.42,,,METAL SVC CNTR,
2007-02-08,Gold Coast International Hotel and northern adjace,複数買収者,54.7,,,,,,,,,,,
2007-02-09,Maui Prince Hotel,ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰ,574.5,20854.0,,,,,,,,,SEC BROKER/DLR,
2007-02-09,イズミヤ岸和田店,長谷工コーポレーション,9.3,233.837,,6626.7,,232.556,,40.49,,,,
2007-02-09,土地及び建物,神奈川ホールディング,54.53,,,,,,,,,,NONRESID OPER,
2007-02-09,市田浜町ビル,双日,7.94,881.676,,15236.7,,160.221,,34.6,,,,
2007-02-09,土地及び建物,プライベート･インベスター,1.41,,,,,,,,,,,
2007-02-09,土地及び建物,アリエル,5.33,,,,,,,,,,REAL EST AGENT,
2007-02-12,Four Japanese Real Estate,ルビコン･ジャパン･トラスト,369.55,,,,,,,,,,,
2007-02-13,三井ダイレクト損害保険,三井住友海上火災保険,82.47,,,,,,,,,0.0660318,FIRE/MARIN INS,INS AGENT/BROK
2007-02-13,アーベル,メルコホールディングス,2.34,74.5688,,899.813,,26.6974,,4.75,,,,COMPUT/SOFT
2007-02-13,コンフォートタイム大森,Unnamed Buyer,9.48,,,,,,,,,,,
2007-02-13,土地及び建物,トライエッジインベストメント,63.5,,,,,,,,,,NONRESID OPER,
2007-02-13,土地及び建物,トライエッジインベストメント,8.66,,,,,,,,,,NONRESID OPER,
2007-02-13,中古オートバイ買取販売事業,バイク王＆カンパニー,4.04,33.5927,,130.609,,0.117854,,1.71,,,,
2007-02-13,プリモ・ジャパン,ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ,45.36,13309.0,,,,,,,,,SEC BROKER/DLR,
2007-02-14,下北沢店舗,ゼクス,6.29,,,49.6197,,,,,,,,
2007-02-14,キャドセンター,Ｏａｋキャピタル,4.97,4.88605,,32.4965,,0.125947,,1.51,,,,PREPAKG SOFTW
2007-02-14,上野毛独身寮,モリモト,5.9,,,820.796,,,,,,,,
2007-02-14,サンスター,Sunstar SA,107.72,,,,216.51,,,,,,DNTL EQUIP/SUP,
2007-02-14,土地及び建物,ﾓﾙｶﾞﾝ･ｽﾀﾝﾚｰ,58.77,20854.0,,,,,,,,,SEC BROKER/DLR,
2007-02-14,"Fandango U.S.A. Inc,株式会社よしもとアール・アンド・シー",ファンダンゴ,5.91,3.66669,,54.1038,,,,3.37,,,,
2007-02-15,つるや衣裳店,クラウディアホールディングス,4.22,28.5941,,14.7025,,2.56172,,3.49,,,,BUSINESS SVC
2007-02-15,ジョリーパスタ,ゼンショーホールディングス,143.43,313.576,55.35,2511.14,53.496,70.6084,2.1526,6.1,0.6,121.106,,
2007-02-15,瀬戸内ゴルフリゾート,リソルホールディングス,16.0,27.5127,,80.657,,0.665591,,0.29,,,,GOLF COURSES
2007-02-15,Yokogawa India Ltd,横河電機,15.94,481.938,25.8897,2025.57,,142.808,,34.95,,141.844,,
2007-02-15,レストラン/横浜関内,ワールドクリエイト,29.5,,,,,,,,,,REAL EST AGENT,
2007-02-15,レストラン/川口栄,東京ビルディング,5.15,,,,,,,,,,REAL EST AGENT,
2007-02-15,レストラン/春日部中央,プロパスト,12.18,4.11241,,125.44,,0.0182682,,1.32,,,,
2007-02-16,医薬品及びﾍﾙｽｹｱ商品事業,AFC-HDｱﾑｽﾗｲﾌｻｲｴﾝｽ,6.71,10.9666,,144.792,,12.3676,,1.06,,,,
2007-02-16,ラジオコントロールトイ事業,セガトイズ,1.66,,,149.544,,,,,,,,
2007-02-16,土地及び建物,ケネディクス,13.02,26.5767,,,,,,55.566,,,,
2007-02-16,ednet AG,エレコム,17.08,73.9368,,630.727,,12.8469,,18.226,,,,COMPUT/SOFT
2007-02-19,レストラン/与野下落合,トヨタカローラ埼玉,6.68,,,,,,,,,,NEW/USED CARS,
2007-02-19,ロフテー,三共生興,4.34,13.9421,,89.8473,,0.0361631,,13.96,,,,HOMEFURN STORE
2007-02-19,三和紙工,巴川製紙所,9.45,14.5081,,240.589,,14.9354,,1.21,,,,PAPER MILLS
2007-02-19,200mm wafer processing equipment,中芯国際集成電路製造 [SMIC],320.0,738.21,,3544.4,,307.621,,,,,SEMICONDUCTORS,
2007-02-20,UDトラックス,ﾎﾞﾙﾎﾞ,2037.12,5863.67,,32485.9,3390.52,2559.78,,,,,VEHIC/CAR BODY,
2007-02-20,土地及び建物,中駒産業,3.91,,,,,,,,,,,
2007-02-20,サンポット,長府製作所,51.86,33.8822,11.7913,318.802,64.342,12.9719,1.65166,20.51,5.25,22.3551,,
2007-02-20,東芝セラミックス,複数買収者,71.12,,,,573.751,,,,3.8,130.44,,
2007-02-21,三鷹販売店舗,伊藤忠都市開発,8.27,,,,,,,,,,,
2007-02-21,販売店舗,中央日本土地建物,79.35,43.8506,,322.156,,,,,,,NONRESID OPER,
2007-02-21,創研,シルバー精工,32.03,5.72287,,31.6188,,1.79569,,1.18,,,,COMML PRTG NEC
2007-02-21,ＴＮＫ,メディア工房,1.36,1.53043,,9.71052,,0.00304629,,1.14,,,,BEAUTY SHOP
2007-02-21,販売店舗,東急不動産,102.69,236.624,,4836.15,,6.782,,27.77,,,,
2007-02-22,土地及び建物,東京建物不動産販売,19.85,4.49231,,226.25,,,,1.7,,,,
2007-02-22,楽天証券ホールティングス,楽天グループ,21.79,2310.11,,5938.61,,,,28.35,,,,SEC/CMMDTY NEC
2007-02-23,賃貸事務所,Unnamed Buyer,3.55,,,,,,,,,,,
2007-02-26,土地及び建物,パトライト,12.01,,,45.8083,,,,,,,,
2007-02-26,エイチ・エス･フューチャーズ,澤田ホールディングス,3.97,63.8056,,,,,,32.0,,,,AUTO PARTS
2007-02-27,スペーシア新宿,ｹｰｴｰｼﾞｰ･ﾌｫｰ･ｲﾝﾍﾞｽﾄﾒﾝﾄ,30.25,,,,,,,,,,NONRESID OPER,
2007-02-27,"James Harvard International Group Ltd,James Harvard International Asia KK",ヘイズ,47.17,841.404,,6373.24,,,,,,,,
2007-02-27,エスパ川崎アネックス,日本都市ファンド投資法人,47.2,,,,,,,2.53,,,,
2007-02-27,ジェイド博多,ｹｰｴｰｼﾞｰ･ﾌｫｰ･ｲﾝﾍﾞｽﾄﾒﾝﾄ,5.23,,,,,,,,,,NONRESID OPER,
2007-02-27,"相武台駅前パーキング,浦和駅前パーキング,仙台一番町第２第３パーキング",ＮＰＣパーキングアセット,22.68,,,,,,,,,,BUSINESS SVC,
2007-02-27,ブックセンター/メディアデポ　店舗,ゲオホールディングス,3.54,429.98,,1865.17,,,,15.35,,,,
2007-02-27,ピアレージュＦ,ｹｰｴｰｼﾞｰ･ﾌｧｲﾌﾞ･ｲﾝﾍﾞｽﾄﾒﾝﾄ,6.12,,,,,,,,,,NONRESID OPER,
2007-02-27,アルティス人形町,ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧,26.8,,,,,,,13.11,,,,
2007-02-27,アプレパークス上野,ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧,7.25,,,,,,,13.11,,,,
2007-02-27,アルティス東銀座,ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧,44.26,,,,,,,13.11,,,,
2007-02-27,アルティス桜上水,ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧,9.44,,,,,,,13.11,,,,
2007-02-27,チェスターハウス九段下,ｹｰｴｰｼﾞｰ･ﾌｧｲﾌﾞ･ｲﾝﾍﾞｽﾄﾒﾝﾄ,8.07,,,,,,,,,,NONRESID OPER,
2007-02-27,アルティス大森東,ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧,16.69,,,,,,,13.11,,,,
2007-02-27,日本トレクス,極東開発工業,33.71,65.5979,,910.562,,77.8682,,21.3,,,,TRUCK/BUS BODY
2007-02-28,コオエーインターナショナル,ライフステージ,2.82,,,110.306,,,,,,,,GEN CONSTR/SF
2007-02-28,Steel Technologies Inc,三井物産,526.74,2800.69,,87593.0,830.786,462.21,,30.06,,,PETR PROD NEC,COLD FINISHING
2007-02-28,野母崎ゴルフクラブビジネス,日本アセットマーケティング,3.89,,,127.568,,,,1.85,,,,
2007-02-28,iTouch Holdings Ltd,iTouch Ventures Ltd,101.36,,,,,,,,,,,
2007-02-28,新星堂メールセンター,創建ホームズ,2.79,,,428.015,,,,,,,,
2007-02-28,Leadant Ltd,アビームM&Aコンサルティング,9.81,,,,,,,,,,,
2007-02-28,ティアック本社ビル,鹿島建設,46.67,429.329,,16007.6,,,,25.94,,,,
2007-02-28,ネットマークス,日本ユニシス,78.62,262.382,,2128.18,233.099,0.506283,,26.2,,,,
2007-02-28,名古屋支店社屋,名鉄不動産,6.0,,,,,,,,,,,
2007-03-01,土地及び建物,三光社,3.83,,,,,,,,,,SEMICONDUCTORS,
2007-03-01,Mitsubishi Motor Sales Sweden AB,住友商事,4.54,3540.76,,38918.0,,1180.41,,32.76,,,,VEHIC/CAR BODY
2007-03-01,営業所,ＺＯＡ,1.53,6.03813,,64.7629,,0.0461984,,0.89,,,,
2007-03-01,翔泳社プラス,ク シ ム,10.91,1.53829,,13.9021,,0.0466176,,4.02,,,,EMPLOY AGENT
2007-03-02,オムロン京都センタービル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,203.1,,,,,,,24.4,,,,
2007-03-02,くすりの福太郎,ツルハホールディングス,64.52,906.513,,6170.28,,1.27959,,44.63,,,,DRUG STORES
2007-03-02,エネサーブ,大和ハウス工業,15.77,2307.04,14.1892,31265.4,61.2774,99.2496,1.27885,28.47,10.8,15.3446,,
2007-03-02,ｾﾞﾝｻｰ･ﾃｸﾉﾛｼﾞｰｽﾞ,RPG Enterprises,28.36,,290.001,,,,,,2.01,440.718,,
2007-03-02,Kominedai Community Mall,香椎浜開発,6.72,,,,,,,,,,,
2007-03-02,土地及び建物,放電精密加工研究所,3.64,9.49099,,91.157,,4.62078,,2.6,,,,
2007-03-02,土地及び建物,日立ライフ,2.01,,,,,,,,,,ENGINEER SVC,
2007-03-02,ジャルコ本社ビル,アストロデザイン,17.14,,,,,,,,,,RADIO/TV EQUIP,
2007-03-02,Roadchef Ltd,Delek Real Estate Ltd,729.34,8.49255,,100.46,346.973,,0.39279,,,,,
2007-03-02,Farsight Security Services Ltd,オプテックスグループ,1.6,62.386,,193.804,,33.7561,,29.85,,,,
2007-03-02,セントラル福岡ゴルフ倶楽部,アコーディア・ゴルフ,17.57,92.9139,,339.167,,1.07926,,14.33,,,,GOLF COURSES
2007-03-05,キヤノンソフト情報システム,複数買収者,19.3,,,,,,,,,,,COMPU SYS DES
2007-03-05,不二家戎橋店,アトリウム,4.78,,,557.205,,,,,,,,
2007-03-06,日興ｺｰﾃﾞｨｱﾙｸﾞﾙｰﾌﾟ,シティグループ,7994.6,22214.0,1303.18,,,,,,,3585.29,NATL COML BANK,
2007-03-06,バーンデストジャパンリミテッド,ｻﾏﾝｻﾀﾊﾞｻｼﾞｬﾊﾟﾝﾘﾐﾃｯﾄﾞ,12.67,58.6605,,121.359,,1.03609,,0.24,,,,
2007-03-07,気象サービス,プライベート･インベスター,2.32,,,,,,,,,,,BUSINESS SVC
2007-03-07,AFC Asia Ltd,ムーンバット,2.04,17.3993,,44.2768,,0.430603,,3.43,,,,
2007-03-08,マルフル,ＡＯＫＩホールディングス,8.56,191.492,8.78433,874.415,36.6239,8.19998,,5.72,0.08,23.7654,,
2007-03-08,マルフル開発,ＡＯＫＩホールディングス,2.45,191.492,,874.415,,8.19998,,5.72,,,,INS AGENT/BROK
2007-03-08,プリンスホテル及びゴルフ場,複数買収者,81.55,,,,,,,,,,,
2007-03-08,ナイルス,ユーシン,170.6,40.529,,1133.39,,71.8949,,35.87,,,,MANUFG IND NEC
2007-03-09,Digiplug SASU,ｱｸｾﾝﾁｭｱ,19.95,,,34169.3,,,,,,0.579645,CONSULTING SVC,PRGRMNG SVC
2007-03-09,エスペラル城東,摂津特定目的会社,42.26,,,,,,,,,,INVEST ADVICE,
2007-03-09,大阪本社,オー・エム・コーポレーション,18.47,,,,,,,,,,,
2007-03-12,グローバル･ファンデックス,プロジェ・ホールディングス,10.97,,,88.9114,,,,,,,,NONRESID OPER
2007-03-12,Goldsworth Assets Ltd,ネクステック,3.48,4.465,,19.5792,,,,0.49,,,,
2007-03-12,Tiger Oil Corp,GS E&R Corp,38.14,50.6764,,1037.73,,21.6448,,,,,STEAM/AIRC SUP,
2007-03-12,インフォピー,フルキャストホールディングス,6.65,62.3954,,294.27,,0.125847,,20.366,,,,INFO RETR SVC
2007-03-12,チケットショップ事業,オートリ,5.34,,,350.051,,,,,,,,
2007-03-12,グローバル･ファンデックス,プロジェ・ホールディングス,11.66,,,88.9114,,,,,,,,NONRESID OPER
2007-03-13,土地及び建物,大和ハウス工業,81.5,2307.04,,31265.4,,99.2496,,28.47,,,,
2007-03-13,レキシントン・プラザ栄南,Unnamed Buyer,26.17,,,,,,,,,,,
2007-03-13,北上ハイテクペーパー,三菱製紙,6.4,61.1266,,1339.71,,92.4871,,7.06,,,,PULP MILLS
2007-03-13,三築ツヅキシステム,都築電産,1.45,14.5287,,283.115,,0.907823,,3.73,,,,
2007-03-13,日本電産サーボ,日本電産,60.5,2762.86,,12825.0,163.025,1077.49,,35.79,,,MOTOR/GENERATR,MOTOR/GENERATR
2007-03-13,不二家本社ビル,シティグループ,116.25,22214.0,,,,,,,,,NATL COML BANK,
2007-03-14,風間電機興業,日本電計,2.06,49.5293,,697.539,,0.707802,,14.33,,,,INST ELEC TEST
2007-03-14,土地及び建物,パールエース,9.62,,,,,,,,,,,
2007-03-14,土地及び建物,ｴﾙｼｰﾋﾟｰ投資法人,321.66,,,,,,,0.06,,,,
2007-03-14,松坂屋ホールディングス,大丸,1717.17,564.51,275.193,5338.37,,,,31.38,11.45,649.853,,
2007-03-15,千里ライフサイエンスセンター,ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ,118.98,13309.0,,,,,,,,,SEC BROKER/DLR,
2007-03-15,ビジネスアルファ,クロニクル,27.96,3.36057,,13.8367,,,,16.18,,,,INVEST ADVICE
2007-03-15,タイ工場２号棟,テクニカル電子,1.19,3.55169,,48.6005,,2.93886,,,,,,
2007-03-15,スタイライフ,ｻﾏﾝｻﾀﾊﾞｻｼﾞｬﾊﾟﾝﾘﾐﾃｯﾄﾞ,2.11,58.6605,11.0198,121.359,53.0126,1.03609,0.399843,0.24,0.5,39.7114,,
2007-03-15,3ゴルフコース/九州,やよい住建,17.0,,,,,,,,,,NONRES BLDGS,
2007-03-15,ナースリー,ベルーナ,1.78,172.749,,855.792,,12.7475,,19.98,,,,CATALOG SALES
2007-03-16,赤坂ガーデンシティ,ジャパンエクセレント投資法人,199.49,,,,,,,3.18,,,,
2007-03-16,タイホーコーザイ,イチネンホールディングス,16.35,89.4259,16.9898,850.543,57.6561,12.7837,1.67335,6.47,0.23,30.7702,,SURFACE AGENTS
2007-03-16,松尾橋梁本社ビル,マイダ住研,18.84,,,,,,,,,,,
2007-03-16,海老名プライムタワー,ジャパンエクセレント投資法人,55.39,,,,,,,3.18,,,,
2007-03-16,西本町三井ビルディング,ジャパンエクセレント投資法人,57.14,,,,,,,3.18,,,,
2007-03-16,土地及び建物,東銀不動産,7.23,,,,,,,,,,,
2007-03-17,飛鳥新社,ＹＯＺＡＮ,1.75,,,,,,,,,,,BOOK PUBLISHNG
2007-03-17,ｷﾃｨﾗｲﾂ&ｴﾝﾀｰﾃｲﾝﾒﾝﾄ,ＹＯＺＡＮ,3.47,,,,,,,,,,,
2007-03-19,農業支援,イーサポートリンク,1.27,6.06476,,30.7591,,0.0911593,,4.44,,,,
2007-03-19,12 Retail Properties,ﾁｬﾚﾝｼﾞｬｰ･ｹﾈﾃﾞｨｸｽ･ｼﾞｬﾊﾟﾝ･ﾄﾗｽﾄ,348.43,,,,,,,,,,,
2007-03-19,五龍電動車(集団)[FDGｴﾚｸﾄﾘｯｸ･ﾋﾞｰｸﾙ],いちご,1.54,19.7623,28.0009,,69.4319,,21.6594,68.33,,385.798,,
2007-03-19,ファンダンゴ,吉本興業,76.04,18.2837,3.66669,426.171,54.1038,,,3.29,3.37,27.5455,,
2007-03-20,ダイヤモンドシティ,イオンモール,753.18,96.2147,24.2188,2224.66,261.368,,,14.6,24.95,32.517,,
2007-03-20,アミューズメント事業,サードプラネット,14.69,,,,,,,,,,COIN-OP AMUSE,
2007-03-20,土地及び建物,エフ・ピー・エス,2.52,,,,,,,,,,,
2007-03-20,土地及び建物,ケイ・リオ,21.8,,,,,,,,,,,
2007-03-20,ＤＡＣＳ,日立ｿﾌﾄｳｪｱｴﾝｼﾞﾆｱﾘﾝｸﾞ,21.55,74.4689,,1247.63,,,,14.37,,,,
2007-03-20,マキタ沼津,マキタ,30.16,807.937,14.4144,4272.51,80.6501,433.044,0.20938,38.47,0.61,12.88,METALWORK EQUI,FARM MACHINE
2007-03-22,賃貸ビル/川崎,ゴールドクレスト,77.27,13.7818,,167.121,,,,19.97,,,,
2007-03-22,土地及び建物,三井不動産,11.07,533.282,,16401.2,,,,46.04,,,,
2007-03-22,土地及び建物,政和商事,3.95,,,,,,,,,,NONRESID OPER,
2007-03-22,明光商会,ｼﾞｬﾌｺ･ﾊﾞｲｱｳﾄ２号投資事業有限責任組合,174.67,,10.0592,,,,,,0.4,36.1061,,
2007-03-22,大橋物流センター,月島倉庫,20.18,,,,,,,,,,GENL WAREHOUSE,
2007-03-22,小杉産業,レゾン投資事業有限責任組合,35.78,,54.2266,,161.198,,,,5.33,121.374,TRUST/FOUNDATN,
2007-03-22,賃貸倉庫/川口,成美堂出版,10.24,,,,,,,,,,BOOK PUBLISHNG,
2007-03-22,パワープレスト,ライズ,1.18,,,,,,,,,,HOTEL/MOTEL,
2007-03-22,ロフト,ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,84.42,5071.71,,39331.6,,22.2972,,28.09,,,,SEW/NEEDLEWORK
2007-03-22,ニューシティレジデンス三宮,ﾆｭｰｼﾃｨ･ﾚｼﾞﾃﾞﾝｽ投資法人,12.57,,,,,,,39.21,,,,
2007-03-22,モルフォテック,エーザイ,325.0,834.114,,1502.75,,197.089,,30.21,,,,PHARM PREPS
2007-03-22,ラピー,ＲＩＺＡＰグループ,1.45,370.92,,865.379,,7.12413,,0.5,,,,
2007-03-22,モルフォテック,エーザイ,325.0,834.114,,1502.75,,197.089,,30.21,,,,PHARM PREPS
2007-03-22,駐車場/大田区,アゼル,8.89,16.4188,,495.066,,,,54.51,,,,
2007-03-23,ウェルコム,Wellcom Partners KK,13.54,,,,,,,,,,,COMMUN SRV NEC
2007-03-23,ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ渋谷明治通り店,トリプル･クラウン,27.12,,,,,,,,,,NONRESID OPER,
2007-03-23,中野坂上サンブライトアネックス,日本ビルファンド投資法人,3.83,,,,,,,28.0,,,,
2007-03-23,津軽高原ゴルフ場,シティグループ,2.12,22214.0,,,,,,,,,NATL COML BANK,
2007-03-23,ＧＥ三洋クレジット,ｾﾞﾈﾗﾙ･ｴﾚｸﾄﾘｯｸ(GE),1073.4,,78.3017,55854.0,,7937.0,,,,207.152,ELECT EQUIP,
2007-03-23,リンク・ワン,ＴＲＮコーポレーション,24.07,4.8817,0.285528,327.516,6.67872,0.235385,0.0422172,0.07,0.09,1.50073,,
2007-03-23,"キロロアソシエイツ,鳥羽国際ホテル,合歓の郷,はいむるぶし",三井不動産,4.41,533.282,,16401.2,,,,46.04,,,,
2007-03-23,日本電子計算本社ビル,平和不動産,97.45,15.6024,,360.227,,,,36.18,,,,
2007-03-23,プロトン,アライズ１号投資事業有限責任組合,15.8,,,,,,,,,,INVEST MGMT OE,COMPU SYS DES
2007-03-23,レクリエーション事業4施設,三井不動産,24.32,533.282,,16401.2,,,,46.04,,,,
2007-03-23,駐車場/東久留米,日本土地建物販売,7.75,,,,,,,,,,,
2007-03-23,仙台興和ビル,ジャパンエクセレント投資法人,35.91,,,,,,,3.18,,,,
2007-03-23,中野坂上サンブライトツイン,日本ビルファンド投資法人,264.07,,,,,,,28.0,,,,
2007-03-26,店舗,Unnamed Buyer,12.75,,,,,,,,,,,
2007-03-26,土地及び建物,阪急阪神不動産,66.85,,,,,,,,,,,
2007-03-26,Shinjuku Island Bldg,インヴィンシブル投資法人,6.06,,,,,,,44.91,,,,
2007-03-26,Canadian operations,島津製作所,8.5,470.911,,2292.58,,182.172,,33.44,,,,
2007-03-26,阪神百貨店,ｴｲﾁ･ﾂｰ･ｵｰ ﾘﾃｲﾘﾝｸﾞ,326.06,613.926,,3988.67,,15.1252,,13.59,6.2,272.58,,
2007-03-26,Ramform Victory,経済産業省,213.0,,,,,,,,,,,
2007-03-26,11店舗,ウロボロス,28.23,,,,,,,,,,,
2007-03-26,エス・テク・リソース,スターツコーポレーション,1.37,138.12,,1285.2,,,,18.05,,,,INDUS BLD/WARE
2007-03-26,R&S Parts and Service Inc,オートバックスセブン,41.0,237.762,,1389.59,,,,13.12,,,,
2007-03-26,SDA Inc,オートバックスセブン,41.0,237.762,,1389.59,,,,13.12,,,,SUBDIV/DEV
2007-03-26,Brilliant Manufacturing Ltd,日本電産,16.56,2762.86,14.1765,12825.0,,1077.49,6.80159,35.79,,79.6103,MOTOR/GENERATR,
2007-03-26,焼肉の牛太,オーエムツーネットワーク,21.19,36.2811,,169.984,,0.320372,,7.6,,,,EATING PLACE
2007-03-27,川口第一物流センター,月島倉庫,11.79,,,,,,,,,,GENL WAREHOUSE,
2007-03-27,土地及び建物,クオリケーション,5.09,,,,,,,,,,INVEST OFF NEC,
2007-03-27,土地及び建物,クリード・アジア・インベストメント,9.67,21.1661,,234.465,,,,35.98,,,,
2007-03-27,コンタクトレンズ販売事業,日本オプティカル,3.39,,,74.4744,,,,,,,,
2007-03-27,Tempstaff Kelly Inc,ｹﾘｰ･ｻｰﾋﾞｼｽﾞ,6.49,,,3884.2,,,,,,,HELP SUPP SVC,EMPLOY AGENT
2007-03-27,Sports Club Renaissance Hiroshima,フロンティア不動産投資法人,16.46,,,,,,,,,,,
2007-03-27,インボイス一番町レジデンス,ｼﾞｬﾊﾟﾝ・ｼﾝｸﾞﾙﾚｼﾞﾃﾞﾝｽ投資法人,8.42,,,,,,,,,,,
2007-03-27,日本抵当証券,芙蓉総合リース,49.43,186.276,,,,,,16.26,,,,MORT BANK/CORR
2007-03-27,ビッグバンスポーツ,ゲオホールディングス,2.03,429.98,,1865.17,,,,15.35,,,,HEALTH CLUB
2007-03-27,インボイス一番町レジデンス,ｼﾞｬﾊﾟﾝ・ｼﾝｸﾞﾙﾚｼﾞﾃﾞﾝｽ投資法人,7.97,,,,,,,,,,,
2007-03-27,ソーリン･グループ･ジャパン,日本ライフライン,4.33,82.219,,209.327,,11.3281,,20.56,,,,SURG/MED INST
2007-03-27,小田急不動産,小田急電鉄,107.74,373.127,,2925.05,221.078,20.631,,14.81,,,,REAL EST AGENT
2007-03-28,Styrindo Mono Indonesia PT,Chandra Asri PT,95.0,,,,,,,,,,,
2007-03-28,プロスペクト西巣鴨,ﾌﾟﾛｽﾍﾟｸﾄ･ﾘｰﾄ投資法人,12.13,,,,,,,,,,,
2007-03-28,三菱ＵＦＪ証券ホールディングス,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,3390.31,,1341.64,,,,,27.96,,2593.9,COML BANK NEC,
2007-03-28,土地及び建物,イオン,20.52,11650.1,,52210.2,,99.6343,,13.6,,,,
2007-03-28,Certain Assets,三井物産,166.84,2800.69,,87593.0,,462.21,,30.06,,,PETR PROD NEC,
2007-03-29,携帯ﾏｰｹﾃｨﾝｸﾞASPｻｰﾋﾞｽ,TCI MCM ソリューション,1.02,3.54943,,10.8752,,,,0.09,,,,
2007-03-29,ＫＤＸ御茶ノ水ビル,ケネディクス・オフィス投資法人,54.31,,,,,,,,,,,
2007-03-29,扶桑社,ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,9.05,358.798,,3321.76,,,,16.2,,,,BOOK PUBLISHNG
2007-03-29,ポニーキャニオン,ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,35.52,358.798,,3321.76,,,,16.2,,,,PRODUCE VIDEOS
2007-03-29,Hotel Marina City Pte Ltd,シンガポール･ランド,94.91,38.9504,,169.768,,,,,,,,
2007-03-29,地建,サンシティ,55.16,,,117.817,,,,,,,,NONRESID OPER
2007-03-29,みずほ証券/旧,みずほ証券,1273.46,1255.32,,,,,,,,,,
2007-03-29,プライムアーバン洗足,野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人,4.55,,,,,,,6.3,,,,
2007-03-29,ハイホー,インターネットイニシアティブ,10.18,270.938,,1623.82,,,,23.67,,,INFO RETR SVC,COMPU REL SVC
